feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HISTSYN.PWY..L.histidine.biosynthesis	born_method	vaginal	6.95390610338327e-05	1.53259484917759e-05	524	518	7.07885009211641e-06	3.38899948160073e-05
DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	born_method	vaginal	9.36930558097029e-05	2.0661911553463e-05	524	519	7.16857195853542e-06	3.41063734176281e-05
P621.PWY..nylon.6.oligomer.degradation	born_method	vaginal	1.42171425492119e-05	3.14591328545446e-06	524	146	7.68673734709197e-06	3.63459309127929e-05
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	born_method	vaginal	-3.44598461167987e-05	7.7602109128958e-06	524	420	1.09605551699099e-05	5.1507885031601e-05
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	born_method	vaginal	-6.39124459649183e-05	1.44526157423514e-05	524	524	1.18986660522966e-05	5.52386557336919e-05
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	born_method	vaginal	-6.39124459649183e-05	1.44526157423514e-05	524	524	1.18986660522966e-05	5.52386557336919e-05
PWY.5845..superpathway.of.menaquinol.9.biosynthesis	born_method	vaginal	2.92700144884143e-05	6.64704020850551e-06	524	362	1.2934340570021e-05	5.96849691363618e-05
PWY.5097..L.lysine.biosynthesis.VI	born_method	vaginal	7.52950227892463e-05	1.7179150586378e-05	524	518	1.41681380447891e-05	6.49867888760985e-05
PWY.5022..4.aminobutanoate.degradation.V	born_method	vaginal	2.38360793158292e-05	5.44660443178293e-06	524	299	1.45887651078245e-05	6.65178218606761e-05
PWY.5415..catechol.degradation.I..meta.cleavage.pathway.	born_method	vaginal	1.26763289673631e-05	2.90830275080768e-06	524	237	1.57710107512123e-05	7.14828061267967e-05
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I	born_method	vaginal	3.53154663964743e-05	8.13362280375644e-06	524	448	1.69778576218182e-05	7.65002290488984e-05
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	born_method	vaginal	-5.33522782519706e-05	1.23555041473713e-05	524	519	1.88455379279139e-05	8.44191932911229e-05
P441.PWY..superpathway.of.N.acetylneuraminate.degradation	born_method	vaginal	3.47437939675903e-05	8.0646449149147e-06	524	463	1.96815450357962e-05	8.76515319617435e-05
URSIN.PWY..ureide.biosynthesis	born_method	vaginal	1.35441091976746e-05	3.16062247995691e-06	524	64	2.17447733835865e-05	9.62803260799263e-05
FUCCAT.PWY..fucose.degradation	born_method	vaginal	2.74911475955178e-05	6.41876991930166e-06	524	379	2.1966480910935e-05	9.67030136653805e-05
ENTBACSYN.PWY..enterobactin.biosynthesis	born_method	vaginal	3.69171525201567e-05	8.6858884354871e-06	524	298	2.53048851269399e-05	0.000110427669104888
PWY.5367..petroselinate.biosynthesis	born_method	vaginal	-6.8592674479033e-05	1.61408690720519e-05	524	427	2.5372414833499e-05	0.000110427669104888
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis	born_method	vaginal	2.57769084586722e-05	6.08983831765237e-06	524	362	2.72824636516349e-05	0.000118069870944364
PWY.6892..thiazole.biosynthesis.I..E..coli.	born_method	vaginal	3.67077625481791e-05	8.7413728372449e-06	524	440	3.14886234721152e-05	0.00013550722235753
GLUTORN.PWY..L.ornithine.biosynthesis	born_method	vaginal	5.69101733105527e-05	1.38139119390023e-05	524	517	4.41064014753311e-05	0.000188745829777115
PWY.5913..TCA.cycle.VI..obligate.autotrophs.	born_method	vaginal	7.01005026820957e-05	1.71450523675238e-05	524	504	5.02434937836659e-05	0.000213813979101601
COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I	born_method	vaginal	2.91147275107233e-05	7.12767984023955e-06	524	418	5.10747055284731e-05	0.000216150411242046
ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion	born_method	vaginal	-4.01397448153045e-05	9.85043931347131e-06	524	360	5.32089452778719e-05	0.00022394534111456
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV	born_method	vaginal	4.19233057790586e-05	1.03547506175299e-05	524	446	5.93284086769871e-05	0.000248336399161596
P23.PWY..reductive.TCA.cycle.I	born_method	vaginal	1.16234980189579e-05	2.92698872324676e-06	524	284	8.15863550931509e-05	0.000339647543485617
PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	born_method	vaginal	-4.2721766672682e-05	1.08582603657345e-05	524	520	9.46703027475421e-05	0.000391986226511445
PWY.5850..superpathway.of.menaquinol.6.biosynthesis.I	born_method	vaginal	2.6107207224983e-05	6.66674237088399e-06	524	344	0.000101989236321032	0.000417774091026259
PWY.5896..superpathway.of.menaquinol.10.biosynthesis	born_method	vaginal	2.6107207224983e-05	6.66674237088399e-06	524	344	0.000101989236321032	0.000417774091026259
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	born_method	vaginal	2.22936960911268e-05	5.72028964544755e-06	524	186	0.000109963527589002	0.000448042883687102
PWY.4041...gamma..glutamyl.cycle	born_method	vaginal	5.80030728860498e-05	1.50909928990142e-05	524	510	0.000136241541604602	0.000552174713593254
GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass	born_method	vaginal	3.89188588350878e-05	1.02317654409589e-05	524	363	0.000159429224379935	0.000642751504605423
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	born_method	vaginal	3.34748914242016e-05	8.8385365186279e-06	524	396	0.000169986748639333	0.00068172696051167
PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.	born_method	vaginal	-4.52946954489299e-05	1.19877197023604e-05	524	505	0.000176045455243126	0.000702348014147055
PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I	born_method	vaginal	2.30577996260192e-05	6.10492297055991e-06	524	344	0.000177083931723384	0.000702830526943586
PWY.5941..glycogen.degradation.II..eukaryotic.	born_method	vaginal	2.09066425974112e-05	5.61483753352867e-06	524	102	0.000217928271980429	0.000860479671840252
PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.	born_method	vaginal	-4.43853880778349e-05	1.19897868309361e-05	524	505	0.000236762246072078	0.0009300506691857
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	born_method	vaginal	-5.04401435124393e-05	1.3773626101971e-05	524	518	0.0002757284807846	0.00107759191980104
PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP	born_method	vaginal	-3.22899658052218e-05	8.83726332816446e-06	524	308	0.000284503406069645	0.00110624167030126
ORNDEG.PWY..superpathway.of.ornithine.degradation	born_method	vaginal	3.4676124335588e-05	9.52942735635924e-06	524	243	0.000301150724541933	0.00115920329145287
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	born_method	vaginal	3.69630729052824e-05	1.01553965994138e-05	524	498	0.000300126028569149	0.00115920329145287
TCA..TCA.cycle.I..prokaryotic.	born_method	vaginal	3.88500027616854e-05	1.08101855915373e-05	524	484	0.000356784515369013	0.00136648469386332
P164.PWY..purine.nucleobases.degradation.I..anaerobic.	born_method	vaginal	-3.5868407339835e-05	9.99450808591028e-06	524	314	0.000363555939071481	0.00138549178770524
CITRULBIO.PWY..L.citrulline.biosynthesis	born_method	vaginal	2.87604550239194e-05	8.02281825444467e-06	524	511	0.000369008074026138	0.00139930784506941
PWY0.862...5Z..dodec.5.enoate.biosynthesis	born_method	vaginal	-5.45235003958978e-05	1.53228837459948e-05	524	515	0.000407353720713935	0.00153710812840825
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	born_method	vaginal	4.21086065720484e-05	1.18840114170147e-05	524	521	0.000430668309069125	0.00161010458313386
P42.PWY..incomplete.reductive.TCA.cycle	born_method	vaginal	-2.77870340148444e-05	7.84246146697984e-06	524	467	0.000430902662588044	0.00161010458313386
ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	born_method	vaginal	6.78754935356874e-05	1.9427118535441e-05	524	522	0.000516634526652022	0.00191445286146601
VALSYN.PWY..L.valine.biosynthesis	born_method	vaginal	6.78650983713443e-05	1.94262525447504e-05	524	523	0.000517352144025409	0.00191445286146601
X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation	born_method	vaginal	1.10311549647478e-05	3.17289532832582e-06	524	184	0.000550061102480569	0.00202570579086594
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA	born_method	vaginal	3.26737655089854e-05	9.63533851989074e-06	524	368	0.000749151918308939	0.00274569554748635
THREOCAT.PWY..superpathway.of.L.threonine.metabolism	born_method	vaginal	1.13852572059907e-05	3.36072977950695e-06	524	118	0.000758026858426153	0.00276499320740206
GALACTARDEG.PWY..D.galactarate.degradation.I	born_method	vaginal	4.02416955331736e-05	1.1895095724717e-05	524	352	0.000770789312884088	0.00278502176259062
GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation	born_method	vaginal	4.02416955331736e-05	1.1895095724717e-05	524	352	0.000770789312884088	0.00278502176259062
PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis	born_method	vaginal	2.96334078214583e-05	8.82982656642531e-06	524	372	0.000848311199811873	0.00305073417397134
PWY.6630..superpathway.of.L.tyrosine.biosynthesis	born_method	vaginal	2.3271600250473e-05	6.96285677720841e-06	524	361	0.000890718856201019	0.00318827403668215
GLUCARDEG.PWY..D.glucarate.degradation.I	born_method	vaginal	2.36014037936285e-05	7.11321472979003e-06	524	345	0.00097010692065829	0.00345628791267093
PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate	born_method	vaginal	-2.58691495121559e-05	7.88282795824866e-06	524	498	0.0011009419081343	0.00390426621125405
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	born_method	vaginal	2.72972614779839e-05	8.42320352110424e-06	524	487	0.00126845770686644	0.00447759725096632
REDCITCYC..TCA.cycle.VIII..helicobacter.	born_method	vaginal	1.11180210632242e-05	3.43817550561987e-06	524	303	0.00129943119813101	0.00456589127416676
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	born_method	vaginal	-2.72958289605566e-05	8.45675426667584e-06	524	342	0.00132645200580251	0.00463955359107181
ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation	born_method	vaginal	1.94930172587015e-05	6.0462470113996e-06	524	231	0.00134340973841418	0.0046563432562229
ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation	born_method	vaginal	1.94930172587015e-05	6.0462470113996e-06	524	231	0.00134340973841418	0.0046563432562229
PWY.7094..fatty.acid.salvage	born_method	vaginal	1.63682762991532e-05	5.10448308210999e-06	524	301	0.00142536895483724	0.00491816495227625
PWY.7391..isoprene.biosynthesis.II..engineered.	born_method	vaginal	-2.42290958245653e-05	7.56593562698804e-06	524	284	0.00144617437753649	0.00496757656140337
DENITRIFICATION.PWY..nitrate.reduction.I..denitrification.	born_method	vaginal	1.04664384146717e-05	3.30037449265171e-06	524	127	0.00160701629087257	0.0054954217803946
PWY.7446..sulfoglycolysis	born_method	vaginal	1.28929215324949e-05	4.10525285435788e-06	524	278	0.00178179833993195	0.00606603345950165
CODH.PWY..reductive.acetyl.coenzyme.A.pathway	born_method	vaginal	-2.49407554492625e-05	8.01998099039351e-06	524	255	0.00197439993761043	0.006691992708892
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff	born_method	vaginal	2.71383979517187e-05	8.74324022435197e-06	524	432	0.00201344715462253	0.00679427542044432
PWY.5005..biotin.biosynthesis.II	born_method	vaginal	-2.30125857000127e-05	7.44598224307933e-06	524	394	0.00210429038918187	0.00706967736014612
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	born_method	vaginal	-3.78863436200874e-05	1.22787978844174e-05	524	446	0.00214001341125761	0.00715829813547305
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	born_method	vaginal	2.67516515692008e-05	8.67905197131215e-06	524	396	0.0021626261291353	0.0072024852822506
PWY66.422..D.galactose.degradation.V..Leloir.pathway.	born_method	vaginal	-4.2951671041844e-05	1.39797196719138e-05	524	521	0.00223430083824101	0.00740898026879919
PWY.6305..putrescine.biosynthesis.IV	born_method	vaginal	3.63076426503508e-05	1.19804876420694e-05	524	436	0.0025622668506384	0.00842358973214169
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	born_method	vaginal	2.6305481795362e-05	8.67892021663483e-06	524	332	0.00255895245463698	0.00842358973214169
BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I	born_method	vaginal	2.65895093368889e-05	8.79155324493376e-06	524	449	0.00261380705958202	0.00855630857965739
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	born_method	vaginal	2.33184748675895e-05	7.79330496735979e-06	524	427	0.00290180166322992	0.00945863861291116
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis	born_method	vaginal	5.42912129213534e-05	1.81811934666908e-05	524	522	0.00295832839252288	0.00960203198590055
PWY0.1319..CDP.diacylglycerol.biosynthesis.II	born_method	vaginal	-3.53567428644986e-05	1.18589978137696e-05	524	519	0.00300325273922238	0.00969627231863466
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	born_method	vaginal	2.37852973875391e-05	7.98043518942796e-06	524	326	0.00301267991101181	0.00969627231863466
RHAMCAT.PWY..L.rhamnose.degradation.I	gender	male	-3.33559606448474e-05	1.12895462305023e-05	524	459	0.00327246018654113	0.0104883033593745
NAGLIPASYN.PWY..lipid.IVA.biosynthesis	born_method	vaginal	2.07424383650885e-05	7.12104157203328e-06	524	439	0.00373529224069213	0.0119218077348757
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	born_method	vaginal	2.42061113140663e-05	8.36582877535988e-06	524	488	0.00396987012549853	0.0126179274528294
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	born_method	vaginal	2.40959311694171e-05	8.40476958698321e-06	524	507	0.00431242364677777	0.0136500682373214
PWY.6519..8.amino.7.oxononanoate.biosynthesis.I	born_method	vaginal	2.82874161158681e-05	9.87745599811965e-06	524	449	0.00435416920279207	0.0136692361038472
PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase.	born_method	vaginal	2.59800222083663e-05	9.06916706272092e-06	524	377	0.0043431232213358	0.0136692361038472
PWY.5667..CDP.diacylglycerol.biosynthesis.I	born_method	vaginal	-3.38403149771077e-05	1.18329964525668e-05	524	518	0.0044087270406563	0.0137840200536438
GLYOXYLATE.BYPASS..glyoxylate.cycle	born_method	vaginal	2.12067446737872e-05	7.47931811599234e-06	524	370	0.00475492802155436	0.0148059953841896
PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	born_method	vaginal	-4.27863712892098e-05	1.5105915017629e-05	524	524	0.00479848529353898	0.0148811325297606
PWY.6803..phosphatidylcholine.acyl.editing	born_method	vaginal	1.98640509200177e-05	7.08783843994922e-06	524	365	0.00525878097808244	0.016242847698432
PWY.5103..L.isoleucine.biosynthesis.III	born_method	vaginal	5.0268886403437e-05	1.79774462956491e-05	524	522	0.00536139255677793	0.0164932799136221
PWY.7254..TCA.cycle.VII..acetate.producers.	born_method	vaginal	2.66003330368571e-05	9.55245292641185e-06	524	353	0.00555332589481457	0.0170153905417118
PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle.	born_method	vaginal	-3.72424213463694e-05	1.33922286911442e-05	524	487	0.00561711761183223	0.0171422792456713
PWY.6897..thiamin.salvage.II	born_method	vaginal	-2.97455197727228e-05	1.07442871899518e-05	524	516	0.0058321332848783	0.0177221539577761
PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	born_method	vaginal	9.90968383258373e-06	3.58100370834298e-06	524	129	0.00585340071973544	0.0177221539577761
PWY.5104..L.isoleucine.biosynthesis.IV	born_method	vaginal	-3.34316922593589e-05	1.22128378930942e-05	524	505	0.00640394294229298	0.0193126783220331
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	born_method	vaginal	3.83591499605159e-05	1.41206875462318e-05	524	514	0.00681650748106444	0.0204762538450799
SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.	born_method	vaginal	-3.25343147514463e-05	1.21211830951828e-05	524	504	0.00750428631481252	0.0224542317076031
PWY.5897..superpathway.of.menaquinol.11.biosynthesis	born_method	vaginal	1.74166776047834e-05	6.51301162153366e-06	524	483	0.00772748811904886	0.022854269881048
PWY.5898..superpathway.of.menaquinol.12.biosynthesis	born_method	vaginal	1.74166776047834e-05	6.51301162153366e-06	524	483	0.00772748811904886	0.022854269881048
PWY.5899..superpathway.of.menaquinol.13.biosynthesis	born_method	vaginal	1.74166776047834e-05	6.51301162153366e-06	524	483	0.00772748811904886	0.022854269881048
PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	born_method	vaginal	2.55415597360608e-05	9.60154036135736e-06	524	468	0.00805120364526638	0.0237200845856694
PWY.5690..TCA.cycle.II..plants.and.fungi.	born_method	vaginal	2.40379910767232e-05	9.14421904681258e-06	524	365	0.00882258518623557	0.0258931044163082
PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.	born_method	vaginal	1.2518114410713e-05	4.77703656134022e-06	524	201	0.00903698461085087	0.0263206471935809
PWY.5182..toluene.degradation.II..aerobic...via.4.methylcatechol.	born_method	vaginal	1.2518114410713e-05	4.77703656134022e-06	524	201	0.00903698461085087	0.0263206471935809
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	born_method	vaginal	-3.65875929104807e-05	1.39845509219881e-05	524	524	0.00914716822397527	0.0265406471953222
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	born_method	vaginal	-1.87376123375886e-05	7.33527870678128e-06	524	499	0.0109188111917335	0.0315615448032749
PWY.6527..stachyose.degradation	born_method	vaginal	2.85290312059645e-05	1.12632042520433e-05	524	498	0.0116033059086956	0.0334140313009805
TEICHOICACID.PWY..teichoic.acid..poly.glycerol..biosynthesis	born_method	vaginal	-2.61700982247716e-05	1.03993365132433e-05	524	473	0.0121514112894909	0.0348613522387641
PPGPPMET.PWY..ppGpp.biosynthesis	born_method	vaginal	-1.38018824861992e-05	5.49048073402156e-06	524	435	0.0122447846026301	0.0349981530060248
PWY.5840..superpathway.of.menaquinol.7.biosynthesis	born_method	vaginal	1.50152504928097e-05	6.01877472506167e-06	524	464	0.0129136846996662	0.036772797323213
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.	born_method	vaginal	5.40370816135422e-05	2.16894331492524e-05	524	523	0.0130340421724634	0.0369780603855813
PANTO.PWY..phosphopantothenate.biosynthesis.I	born_method	vaginal	-2.84453936400538e-05	1.14553229082424e-05	524	522	0.0133358394406853	0.0376946605592803
PWY.4041...gamma..glutamyl.cycle	gender	male	3.74063986736305e-05	1.50830707708691e-05	524	510	0.0134522181559952	0.0378838202481335
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.	born_method	vaginal	-6.78538164320142e-05	2.75048744706424e-05	524	521	0.0139465872730804	0.0391321826050534
HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.	born_method	vaginal	1.54708501603727e-05	6.2918305100602e-06	524	434	0.0142612484837161	0.0397437313003745
PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.	born_method	vaginal	1.5798953608954e-05	6.42573675111141e-06	524	136	0.0142683108454347	0.0397437313003745
PWY.5723..Rubisco.shunt	born_method	vaginal	2.80273305585466e-05	1.14260661771556e-05	524	358	0.014496511125731	0.040233070733007
X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis	born_method	vaginal	-3.19216514523297e-05	1.30330308742295e-05	524	523	0.0146421538708248	0.0404905771301508
PWY.7237..myo...chiro..and.scillo.inositol.degradation	born_method	vaginal	-3.26595484866278e-05	1.34717173175653e-05	524	138	0.0156769589016751	0.0431962248873495
ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	gender	male	3.22790606957505e-05	1.35487249052482e-05	524	524	0.0175559392159399	0.0482001772021861
POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.	born_method	vaginal	1.42086724926904e-05	5.98816862921131e-06	524	494	0.0180162654851097	0.0492873548628357
PWY.6151..S.adenosyl.L.methionine.cycle.I	born_method	vaginal	-4.17375299942207e-05	1.76151374187408e-05	524	523	0.0181798758477113	0.0495579533784585
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	gender	male	3.05168907059875e-05	1.31540138871446e-05	524	499	0.0207281143793858	0.0563040270021613
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	born_method	vaginal	-3.1644652218033e-05	1.38309719540309e-05	524	524	0.0225398179982561	0.0610088359952798
P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle.	born_method	vaginal	-1.67875513042517e-05	7.37994697634362e-06	524	299	0.0233263622711961	0.0629154700694937
PWY.5028..L.histidine.degradation.II	born_method	vaginal	7.98980183400641e-06	3.5604266348977e-06	524	89	0.0252478054836818	0.0678590140368429
PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	born_method	vaginal	3.60167152670479e-05	1.63037893114214e-05	524	522	0.0276019809621187	0.0736693986654457
PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.	born_method	vaginal	7.74607651956941e-06	3.50624089202569e-06	524	156	0.027593267205394	0.0736693986654457
ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	gender	male	4.25563102414102e-05	1.94169201261277e-05	524	522	0.0288421247345061	0.0763621251575693
VALSYN.PWY..L.valine.biosynthesis	gender	male	4.25460801912016e-05	1.94160545900453e-05	524	523	0.0288733333152238	0.0763621251575693
PWY.7003..glycerol.degradation.to.butanol	gender	male	-8.07225949891599e-06	3.68464996130613e-06	524	182	0.0289099429447717	0.0763621251575693
ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.	born_method	vaginal	3.53155647303301e-05	1.62540017779473e-05	524	517	0.0302506017591755	0.0796287317784481
PWY.7279..aerobic.respiration.II..cytochrome.c...yeast.	born_method	vaginal	8.85171309048077e-06	4.08909323294415e-06	524	165	0.0308630730917066	0.0809627191378331
TRPSYN.PWY..L.tryptophan.biosynthesis	born_method	vaginal	-3.0751602202966e-05	1.44171709848045e-05	524	518	0.0333927122087345	0.0872997186071351
PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants.	born_method	vaginal	-1.28719183734217e-05	6.08461729122556e-06	524	484	0.0348625386115317	0.0905244222929941
PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I	born_method	vaginal	-1.28719183734217e-05	6.08461729122556e-06	524	484	0.0348625386115317	0.0905244222929941
PWY3DJ.35471..L.ascorbate.biosynthesis.IV	gender	male	-8.94826378700289e-06	4.28327969354185e-06	524	111	0.0371819868185912	0.096220952375138
P161.PWY..acetylene.degradation	born_method	vaginal	-2.18854408881993e-05	1.05160157735095e-05	524	477	0.0379076651962668	0.0977685910449171
PWY.5103..L.isoleucine.biosynthesis.III	gender	male	3.72779869334586e-05	1.79680089024816e-05	524	522	0.0385059414683524	0.0989783596132817
PWY.5030..L.histidine.degradation.III	born_method	vaginal	1.43707468108134e-05	7.01869313942574e-06	524	337	0.0411103315620394	0.105319444737532
P108.PWY..pyruvate.fermentation.to.propanoate.I	born_method	vaginal	7.44178221739618e-06	3.64195415121912e-06	524	303	0.0415204518308266	0.106015553674711
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.	born_method	vaginal	-2.0591470756622e-05	1.01146628354625e-05	524	515	0.0422754278232888	0.107584643563585
PWY.7345..superpathway.of.anaerobic.sucrose.degradation	born_method	vaginal	9.2656571955711e-06	4.5876280523831e-06	524	121	0.04392536479615	0.111413342496195
PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	gender	male	3.26695465156954e-05	1.6295230516845e-05	524	522	0.0454955936369617	0.115015263121824
PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II	gender	male	3.34632635071683e-05	1.68195214565296e-05	524	521	0.0471629870870166	0.11883831614689
FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.	born_method	vaginal	1.89740589314501e-05	9.69493719325428e-06	524	510	0.0508681214851246	0.127336539403939
PWY.7013..L.1.2.propanediol.degradation	born_method	vaginal	-3.21607415275588e-05	1.64228509135511e-05	524	269	0.0507289211829905	0.127336539403939
PWY.3801..sucrose.degradation.II..sucrose.synthase.	born_method	vaginal	9.17860822949275e-06	4.70349029290181e-06	524	121	0.0515394798497419	0.128596878061571
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis	gender	male	3.53355598006433e-05	1.81716491149415e-05	524	522	0.0523677390022994	0.130239246999225
FAO.PWY..fatty.acid..beta..oxidation.I	born_method	vaginal	2.31368122862509e-05	1.19107579590982e-05	524	423	0.0526133708964234	0.130426673484338
PWY.7003..glycerol.degradation.to.butanol	born_method	vaginal	7.11435963811687e-06	3.68658526145865e-06	524	182	0.0541746190253517	0.133863736043288
PWY.5686..UMP.biosynthesis	gender	male	3.09772789670944e-05	1.61713871984958e-05	524	524	0.0559680652813361	0.137850604519304
PWY.6737..starch.degradation.V	gender	male	3.65886653440541e-05	1.92235115312559e-05	524	519	0.0575484708385208	0.14128887391765
PWY.7242..D.fructuronate.degradation	born_method	vaginal	1.62320043315107e-05	8.55594298745873e-06	524	414	0.0583593355936731	0.142821888385794
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.	born_method	vaginal	2.96156137455016e-05	1.57351214575241e-05	524	516	0.0603748755451734	0.147283932062429
PWY.6531..mannitol.cycle	gender	male	-1.32376368309569e-05	7.08213155779594e-06	524	323	0.0621613598304065	0.151160640095528
PWY.5920..superpathway.of.heme.biosynthesis.from.glycine	born_method	vaginal	9.09796852798163e-06	4.8775058624072e-06	524	400	0.0627024803567587	0.151993987193915
PWY.6608..guanosine.nucleotides.degradation.III	gender	male	-2.93501701621898e-05	1.57648843137265e-05	524	479	0.0632021142495436	0.15224157080236
RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	born_method	vaginal	-2.08062916315389e-05	1.11682566014795e-05	524	519	0.0630269256803525	0.15224157080236
PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	born_method	vaginal	-2.40098118749983e-05	1.29334793252701e-05	524	523	0.0639597617562198	0.153583628543149
PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	gender	male	-6.63432231406083e-06	3.57912383400632e-06	524	129	0.0643591325349172	0.154059673505458
PWY.7288..fatty.acid..beta..oxidation..peroxisome..yeast.	gender	male	-8.78087366868077e-06	4.75152917403033e-06	524	231	0.065167442496808	0.155508601098302
P164.PWY..purine.nucleobases.degradation.I..anaerobic.	gender	male	-1.8394733392183e-05	9.98926139509717e-06	524	314	0.0661237954573792	0.157300705963828
PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.	gender	male	-8.62951518468677e-06	4.69651236497232e-06	524	119	0.0667156719722835	0.157729026946818
PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate	gender	male	-8.62951518468677e-06	4.69651236497232e-06	524	119	0.0667156719722835	0.157729026946818
